solv_comb_sm,salt_comb_sm,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,salt_ecfp_pca_0,salt_ecfp_pca_1,salt_ecfp_pca_2,salt_ecfp_pca_3,salt_ecfp_pca_4,salt_ecfp_pca_5,salt_ecfp_pca_6,salt_ecfp_pca_7,salt_ecfp_pca_8,salt_ecfp_pca_9,mol_wt_solv,mol_wt_salt,conc_salt_1,theor_capacity,amt_electrolyte,norm_capacity_1,norm_capacity_2,norm_capacity_3,norm_capacity_4,norm_capacity_5,norm_capacity_6,norm_capacity_7,norm_capacity_8,norm_capacity_9,norm_capacity_10,norm_capacity_11,norm_capacity_12,norm_capacity_13,norm_capacity_14,norm_capacity_15,norm_capacity_16,norm_capacity_17,norm_capacity_18,norm_capacity_19,norm_capacity_20,norm_capacity_21,norm_capacity_22,norm_capacity_23
COCCOC,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.845301314,-0.995150622,1.062719678,-0.357551944,-0.30871976,0.309455892,0.693324769,0.61307207,-0.780468556,-0.407587973,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,90.06807956,186.9396855,1,150,50,0.764486667,0.34688,0.27658,0.17872,0.09382,0.077066667,0.050366667,0.030186667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOC(C)C,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.183255149,-0.948337914,0.615256685,-0.58226942,-1.010186872,-0.522075425,0.496895981,0.301582016,-0.507040042,-0.352331479,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,118.0993797,186.9396855,1,150,50,0.834346667,0.74414,0.66146,0.5876,0.520826667,0.456893333,0.402953333,0.36088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(C)C,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.240813652,-0.970769374,0.671104789,-0.607788696,-1.124651424,-0.436616728,0.62882414,0.421934363,-0.667953644,-0.376857272,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.1150298,186.9396855,1,150,50,0.36816,0.284533333,0.178386667,0.12136,0.092406667,0.07252,0.059493333,0.0459,0.03802,0.030713333,0.026093333,0.0234,0.023206667,0.022233333,0.02168,0.022966667,0,0,0,0,0,0,0
COCCOCC(C)C,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.240813652,-0.970769374,0.671104789,-0.607788696,-1.124651424,-0.436616728,0.62882414,0.421934363,-0.667953644,-0.376857272,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.1150298,186.9396855,1,150,50,0.267146667,0.311753333,0.216953333,0.157746667,0.11502,0.08562,0.06048,0.0404,0.018046667,0.0076,0.001526667,0.001093333,0.000766667,0.000573333,0.00046,0.00036,0.000406667,0.0006,0.000593333,0.000446667,0.000333333,0,0
CCOCCOC(C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.879184033,-1.539457397,0.507075197,-0.111829666,0.800174592,0.133052901,0.926130223,-0.208394845,0.09926732,-0.130341098,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,146.1306798,186.9396855,2.2,150,50,0.77354,0.035786667,0.026186667,0.019533333,0.02132,0.018986667,0.016993333,0.016626667,0.01662,0.01744,0.014386667,0,0,0,0,0,0,0,0,0,0,0,0
CCOCCOC(C)C,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.092294722,-1.519333652,-0.056199859,-0.093035869,-0.57201212,-0.583818474,-0.053796147,-0.111618619,-0.235490166,-0.315117402,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.1150298,186.9396855,2,150,50,0.868633333,0.721733333,0.620446667,0.52366,0.455313333,0.40342,0.350913333,0.304686667,0.272633333,0.242053333,0.218373333,0.19062,0.154126667,0.13076,0,0,0,0,0,0,0,0,0
CCOCCOC(C)C,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.092294722,-1.519333652,-0.056199859,-0.093035869,-0.57201212,-0.583818474,-0.053796147,-0.111618619,-0.235490166,-0.315117402,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.1150298,186.9396855,2,150,50,0.866926667,0.74042,0.643713333,0.564693333,0.50282,0.452893333,0.402253333,0.356433333,0.30402,0.26538,0.238326667,0.211733333,0.185186667,0.16508,0.146986667,0.13552,0.122253333,0.109646667,0.104446667,0.098606667,0.088353333,0,0
CCCCOCCOC,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.067892401,-1.253528912,0.602356639,0.775133942,-0.714363578,1.295648251,0.646532478,0.057885571,-0.297491097,-0.275587927,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.1150298,186.9396855,1,150,50,0.26588,0.333046667,0.28502,0.238393333,0.206793333,0.17742,0.153606667,0.131453333,0.11314,0.097066667,0.081666667,0.066946667,0.051866667,0.038066667,0.023486667,0,0,0,0,0,0,0,0
COCCOC1CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],0.394637021,-0.462672447,0.854415569,-0.416162254,-1.007141145,1.060702369,0.662826956,-0.394235422,-0.689026615,-0.69220093,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,144.1150298,186.9396855,1,150,50,0.719906667,0.563973333,0.46594,0.39454,0.334493333,0.28266,0.24062,0.206333333,0.175686667,0.14544,0.118546667,0.08914,0.060826667,0.034466667,0.019666667,0.019633333,0.021166667,0.022866667,0.026233333,0.025506667,0.025266667,0,0
CCCCOCCOC(C)C,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.075802707,-1.758840188,-0.316575343,0.66784325,-0.912375893,0.097061384,-0.035434319,-0.6026372,0.068839516,-0.249899929,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,160.1463299,186.9396855,2,150,50,0.637586667,0.620093333,0.566,0.45884,0.31022,0.254613333,0.22024,0.179573333,0.10766,0.07786,0.055493333,0.05242,0.050393333,0.05122,0.044826667,0.041993333,0.03716,0.043613333,0.046513333,0.04848,0.050413333,0,0
COCCOCCOC,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.899245337,-1.039674159,1.079794228,-0.35135381,-0.360826913,0.421555364,0.804487743,0.673994873,-0.878265459,-0.450959326,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,134.0942943,186.9396855,1,150,50,0.51076,0.19788,0.112013333,0.064033333,0.033713333,0.009986667,0.003746667,0.00164,0.001153333,0.000833333,0.00078,0.00066,0.0006,0.00054,0.000526667,0.000473333,0.000446667,0.000446667,0.00038,0.000426667,0.0005,0,0
FC(F)(F)COCCOCCOCC(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.657249054,-1.593830637,0.624975993,-0.502685362,0.783076982,-0.000997661,0.897056988,0.013969926,-0.600441711,-0.517590678,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,270.0690636,186.9396855,1,150,50,0.734613333,0.478133333,0.3669,0.288033333,0.22046,0.1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCCOCCOCCOCCF,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.577399435,-1.639611527,0.670797886,-0.294001918,0.253208818,-0.028375034,0.3491853,0.2832121,-0.829724227,-0.518639269,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,198.1067508,186.9396855,1,150,50,0.12464,0.019526667,0.009353333,0.00432,0.00136,0.000553333,0.00034,0.00028,0.000253333,0.000233333,0.000233333,0.000233333,0.00022,0.000233333,0.000253333,0.000266667,0.00028,0.00028,0.000313333,0.000386667,0.000333333,0,0
COCCOCC(F)(F)C(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0522706,186.9396855,1,150,50,0.774833333,0.706306667,0.652766667,0.599233333,0.548993333,0.498026667,0.444493333,0.393746667,0.348706667,0.303893333,0.249626667,0.20416,0.167253333,0.140333333,0.109253333,0.088086667,0.0678,0.0518,0.046993333,0.036413333,0.024226667,0,0
COCCOCC(F)(F)C(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0522706,186.9396855,1,150,50,0.877346667,0.83098,0.770546667,0.708566667,0.656493333,0.603706667,0.54866,0.507333333,0.462946667,0.42002,0.373786667,0.3273,0.280453333,0.23594,0.213286667,0.173066667,0.149193333,0.136926667,0.121466667,0.10752,0.093246667,0,0
COCCOCC(F)(F)C(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0522706,186.9396855,1,150,50,0.793986667,0.766546667,0.700846667,0.640833333,0.5839,0.52862,0.477566667,0.426026667,0.37466,0.33188,0.274126667,0.210273333,0.153786667,0.119813333,0.0992,0.068026667,0.0442,0.03254,0.02802,0.02748,0.020773333,0,0
FC(F)(F)COCCOCCOCCOCC(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.657249054,-1.593830637,0.624975993,-0.502685362,0.783076982,-0.000997661,0.897056988,0.013969926,-0.600441711,-0.517590678,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,314.0952783,186.9396855,2,150,50,0.874226667,0.58322,0.477793333,0.387973333,0.314433333,0.260046667,0.21126,0.181333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(F)(F)C(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0522706,186.9396855,1,150,50,0.89436,0.827946667,0.75172,0.684846667,0.625273333,0.573966667,0.5252,0.478033333,0.43492,0.37662,0.37012,0.32996,0.249693333,0,0,0,0,0,0,0,0,0,0
COCCOCC(F)(F)C(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0522706,186.9396855,1,150,50,0.89962,0.786906667,0.68484,0.601606667,0.5369,0.464113333,0.402826667,0.33638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCCOCCOCCF,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.577399435,-1.639611527,0.670797886,-0.294001918,0.253208818,-0.028375034,0.3491853,0.2832121,-0.829724227,-0.518639269,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,154.0805361,186.9396855,1,150,50,0.49342,0.316906667,0.2435,0.18856,0.14518,0.114326667,0.0897,0.070133333,0.055973333,0.043926667,0.034813333,0.02734,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(F)(F)C(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.190544702,-1.129055644,1.030187241,-0.66846516,-0.151807882,-0.097468222,1.281233276,0.277076031,-0.442167022,-0.403692158,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,190.0616924,186.9396855,1,150,50,0.950086667,0.874466667,0.816786667,0.76688,0.71714,0.67266,0.63054,0.58846,0.548,0.514966667,0.480266667,0.44856,0.41784,0.3901,0.362973333,0.337313333,0.311993333,0.28864,0,0,0,0,0
COCCOCC(F)(F)C(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.190544702,-1.129055644,1.030187241,-0.66846516,-0.151807882,-0.097468222,1.281233276,0.277076031,-0.442167022,-0.403692158,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,190.0616924,186.9396855,1,150,50,0.8534,0.772873333,0.691613333,0.626273333,0.56428,0.506366667,0.45148,0.399686667,0.35722,0.312053333,0,0,0,0,0,0,0,0,0,0,0,0,0
COCC(F)(F)C(F)(F)COC,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.701883622,-1.481805137,1.023019275,-0.732298724,0.376696214,-0.032525502,1.00924756,0.164645846,-0.168576208,-0.320181334,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,190.0616924,186.9396855,1,150,50,0.9559,0.805953333,0.699386667,0.634906667,0.570853333,0.52362,0.47042,0.429206667,0.402333333,0.365746667,0.332966667,0.301286667,0.267666667,0.24078,0.201066667,0.165473333,0.082013333,0.109333333,0,0,0,0,0
COCC(F)(F)C(F)(F)COC,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.701883622,-1.481805137,1.023019275,-0.732298724,0.376696214,-0.032525502,1.00924756,0.164645846,-0.168576208,-0.320181334,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,190.0616924,186.9396855,1,150,50,0.94036,0.802113333,0.67744,0.602453333,0.54118,0.489686667,0.442853333,0.394326667,0.349753333,0.324233333,0.286086667,0.257946667,0.21876,0.163546667,0.107466667,0.039193333,0.014826667,0.010093333,0,0,0,0,0
COCC(F)(F)C(F)(F)COC,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.701883622,-1.481805137,1.023019275,-0.732298724,0.376696214,-0.032525502,1.00924756,0.164645846,-0.168576208,-0.320181334,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,190.0616924,186.9396855,1,150,50,0.943386667,0.71472,0.5874,0.499853333,0.431506667,0.377593333,0.330806667,0.290466667,0.250606667,0.209733333,0.195006667,0.155973333,0.113293333,0,0,0,0,0,0,0,0,0,0
COCC(F)(F)C(F)(F)COC,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.701883622,-1.481805137,1.023019275,-0.732298724,0.376696214,-0.032525502,1.00924756,0.164645846,-0.168576208,-0.320181334,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,190.0616924,186.9396855,1,150,50,0.889206667,0.691466667,0.570646667,0.485426667,0.42624,0.373166667,0.327246667,0.285086667,0.244906667,0.206313333,0.172273333,0.150453333,0.122033333,0.097473333,0.064966667,0.030653333,0,0,0,0,0,0,0
COCCOB(OCCOC)OCCOC,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.84380391,-0.9347855,1.100088953,-0.357725515,-0.344566374,0.308552625,0.688237019,0.572082135,-0.786093915,-0.396651398,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,236.1431188,186.9396855,1,150,50,0.63388,0.003973333,0.000746667,0.000493333,0.0004,0.000353333,0.000326667,0.000306667,0.00028,0.000266667,0.000253333,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)OCC(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-1.321120898,0.207300714,1.242264556,-0.436737422,0.54603079,-0.498201107,0.295801405,-0.467213288,-0.074214089,-0.289551939,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,158.0190787,186.9396855,1,150,50,0.215166667,0.101526667,0.05078,0.022473333,0.010673333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1OCC(C(F)(F)F)O1,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],0.626498926,-1.29698795,1.011451642,-0.283365589,1.109053402,-0.576827595,-0.269631354,-0.386153283,-0.883121443,0.417589841,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,156.0034286,186.9396855,1,150,50,0.1135,0.016593333,0.00496,0.00218,0.0012,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCCOB(OCCF)OCCF,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.510412183,-1.542039984,0.689379069,-0.304561586,0.259265593,-0.117256334,0.238872074,0.181288645,-0.705821189,-0.488305944,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,200.0831593,186.9396855,1,150,40,0.87988,0.635793333,0.387506667,0.21872,0.09102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(F)(F)C(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0522706,186.9396855,1,150,13,0.882252667,0.82838,0.776418667,0.721490667,0.668490667,0.615240667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCc1ccco1,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.687319434,-1.062974786,1.246790938,-0.438504201,-0.324317538,0.383255959,0.514114389,0.764952846,-1.026413003,0.076663495,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,156.0786442,186.9396855,1,150,50,0.031408,0.000240667,0.000204,0.000194667,0.000185333,0.000185333,0.000185333,0.000185333,0.000176,0.000176,0.000176,0,0,0,0,0,0,0,0,0,0,0,0
COCCOC(C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.97014446,-0.968461659,1.178531741,-0.601063218,0.36199984,0.19479595,1.47682235,0.20480579,-0.172282555,-0.167555175,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.1150298,186.9396855,1,150,50,0.44855,0.415689333,0.276148,0.183398,0.122787333,0.082962667,0.06025,0.044759333,0.033592667,0.025388667,0.020194667,0.015888667,0.012546,0.009888667,0.007916667,0.006287333,0.005074,0.004046,0.003120667,0.002509333,0.001768667,0,0
COCCOCC(F)(F)C(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0522706,186.9396855,1,203,50,0.878829064,0.872306897,0.736065517,0.581862069,0.461095567,0.381438916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(F)(F)C(F)(F)F,O=C1O[B-](F)(F)OC1=O.O=S(=O)(F)[N-]S(=O)(=O)F.[Li+].[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-1.503904056,-0.733163051,-0.483659033,-0.2519296,1.105527792,-0.506508095,-0.156029719,0.14965692,0.180155999,-0.0241349,208.0522706,330.9414603,1,203,13,0.866596059,0.051165025,0.000522167,0.000458128,0.000421675,0.000421675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(F)(F)C(F)(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,208.0522706,186.9396855,1,203,13,0.841545813,0.871389655,0.74303202,0.637987685,0.531330542,0.459466502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(F)(F)C(F)(F)F,F[B-](F)(F)F.O=S(=O)(F)[N-]S(=O)(=O)F.[Li+].[Li+],-0.990625864,-1.13011434,1.217521529,-0.578703863,0.178735366,0.279892686,1.365620084,0.46458492,-0.464039538,-0.46136359,-2.097408909,-0.444337995,-0.46638818,-0.39284581,1.022269868,0.141106727,-0.408484039,0.224392037,0.208490817,-0.352135175,208.0522706,280.9586083,1,203,13,0.797330049,0.218990148,0.09753202,0.070142857,0.049576355,0.036428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
