solv_comb_sm,salt_comb_sm,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,salt_ecfp_pca_0,salt_ecfp_pca_1,salt_ecfp_pca_2,salt_ecfp_pca_3,salt_ecfp_pca_4,salt_ecfp_pca_5,salt_ecfp_pca_6,salt_ecfp_pca_7,salt_ecfp_pca_8,salt_ecfp_pca_9,mol_wt_solv,mol_wt_salt,conc_salt_1,theor_capacity,amt_electrolyte,norm_capacity_1,norm_capacity_2,norm_capacity_3,norm_capacity_4,norm_capacity_5,norm_capacity_6,norm_capacity_7,norm_capacity_8,norm_capacity_9,norm_capacity_10,norm_capacity_11,norm_capacity_12,norm_capacity_13,norm_capacity_14,norm_capacity_15,norm_capacity_16,norm_capacity_17,norm_capacity_18,norm_capacity_19,norm_capacity_20,norm_capacity_21,norm_capacity_22,norm_capacity_23
CCCCCCOC=O,[Li+].F[P-](F)(F)(F)(F)F,-1.151046687,-1.634687584,0.371757959,1.37536911,0.072907098,0.806028687,-0.248370629,-0.164915749,-0.105198637,-0.269555204,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,130.0993797,151.9801855,1,150,50,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCOC=O,[Li+].O=C1O[B-](F)(F)OC1=O,-1.151046687,-1.634687584,0.371757959,1.37536911,0.072907098,0.806028687,-0.248370629,-0.164915749,-0.105198637,-0.269555204,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,130.0993797,144.0017749,1,150,50,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCOS(C)(=O)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.18530929,-1.63903112,0.285151831,1.403112874,0.107494313,0.794562458,-0.189131354,-0.101360417,-0.315140081,-0.400167341,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,180.0820154,186.9396855,1,150,50,0.003003333,0.003003333,0.003003333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCOS(C)(=O)=O,[Li+].F[P-](F)(F)(F)(F)F,-1.18530929,-1.63903112,0.285151831,1.403112874,0.107494313,0.794562458,-0.189131354,-0.101360417,-0.315140081,-0.400167341,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,180.0820154,151.9801855,1,150,50,0.003003333,0.003003333,0.003003333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCOS(C)(=O)=O,[Li+].O=C1O[B-](F)(F)OC1=O,-1.18530929,-1.63903112,0.285151831,1.403112874,0.107494313,0.794562458,-0.189131354,-0.101360417,-0.315140081,-0.400167341,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,180.0820154,144.0017749,1,150,50,0.003003333,0.003003333,0.003003333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCOCCCCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.787098605,-1.860123434,0.108463449,1.068635022,-0.232015795,1.043709312,0.085860172,-0.335380632,-0.105991435,-0.288296023,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,158.1670653,186.9396855,1,150,50,0.054966667,0.054966667,0.054966667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOCCCl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.74462789,-1.849104375,0.136047498,0.898735407,-0.15882401,0.886538129,0.120522772,-0.324357952,-0.252139562,-0.342023973,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,136.0654927,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOCCCl,[Li+].F[P-](F)(F)(F)(F)F,-0.74462789,-1.849104375,0.136047498,0.898735407,-0.15882401,0.886538129,0.120522772,-0.324357952,-0.252139562,-0.342023973,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,136.0654927,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOCCCl,[Li+].O=C1O[B-](F)(F)OC1=O,-0.74462789,-1.849104375,0.136047498,0.898735407,-0.15882401,0.886538129,0.120522772,-0.324357952,-0.252139562,-0.342023973,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,136.0654927,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOCCOCCCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.737848872,-1.805652897,0.13088765,0.892560727,-0.210908781,0.928592701,0.160994469,-0.291147146,-0.204588999,-0.305156422,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,174.1619799,186.9396855,1,150,50,0.15425799,0.15425799,0.15425799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.185937061,-1.761041234,0.562131313,0.697611981,-0.65580522,1.009843251,0.605022811,0.421359606,-0.216749873,-0.231323839,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,88.088815,186.9396855,1,150,50,0.6343,0.6343,0.6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCON=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.173966761,-1.622741941,0.337940198,1.444529414,0.087287453,0.85600688,-0.25828988,-0.100901693,-0.129672979,-0.171101529,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,131.0946287,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCON=O,[Li+].F[P-](F)(F)(F)(F)F,-1.173966761,-1.622741941,0.337940198,1.444529414,0.087287453,0.85600688,-0.25828988,-0.100901693,-0.129672979,-0.171101529,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,131.0946287,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCON=O,[Li+].O=C1O[B-](F)(F)OC1=O,-1.173966761,-1.622741941,0.337940198,1.444529414,0.087287453,0.85600688,-0.25828988,-0.100901693,-0.129672979,-0.171101529,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,131.0946287,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.703865007,-1.378061069,0.988412063,-0.661167388,0.540599114,-0.224957471,0.849145837,-0.022704399,-0.042483437,-0.263213344,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,468.0426377,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,[Li+].F[P-](F)(F)(F)(F)F,-0.703865007,-1.378061069,0.988412063,-0.661167388,0.540599114,-0.224957471,0.849145837,-0.022704399,-0.042483437,-0.263213344,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,468.0426377,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,[Li+].O=C1O[B-](F)(F)OC1=O,-0.703865007,-1.378061069,0.988412063,-0.661167388,0.540599114,-0.224957471,0.849145837,-0.022704399,-0.042483437,-0.263213344,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,468.0426377,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(OCC)OCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.136945474,-1.670537514,-0.213662857,1.023835565,-0.44958334,-0.032573225,-0.28224366,-0.394660337,0.180567221,-0.037578721,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,160.1463299,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(OCC)OCC,[Li+].F[P-](F)(F)(F)(F)F,-1.136945474,-1.670537514,-0.213662857,1.023835565,-0.44958334,-0.032573225,-0.28224366,-0.394660337,0.180567221,-0.037578721,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,160.1463299,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(OCC)OCC,[Li+].O=C1O[B-](F)(F)OC1=O,-1.136945474,-1.670537514,-0.213662857,1.023835565,-0.44958334,-0.032573225,-0.28224366,-0.394660337,0.180567221,-0.037578721,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,160.1463299,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.17192383,-1.054353438,0.913876537,-0.509980213,-0.92035826,-0.036805772,0.730853956,0.526808641,-0.674863265,-0.384145247,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,164.104859,186.9396855,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(OC)OC,[Li+].F[P-](F)(F)(F)(F)F,-1.17192383,-1.054353438,0.913876537,-0.509980213,-0.92035826,-0.036805772,0.730853956,0.526808641,-0.674863265,-0.384145247,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,164.104859,151.9801855,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(OC)OC,[Li+].O=C1O[B-](F)(F)OC1=O,-1.17192383,-1.054353438,0.913876537,-0.509980213,-0.92035826,-0.036805772,0.730853956,0.526808641,-0.674863265,-0.384145247,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,164.104859,144.0017749,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCCCl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.895786544,-1.564556367,0.936152403,-0.167522035,-0.491034939,0.63148351,0.790138052,0.755837966,-0.893535523,-0.483200194,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,122.0498427,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCCCl,[Li+].F[P-](F)(F)(F)(F)F,-0.895786544,-1.564556367,0.936152403,-0.167522035,-0.491034939,0.63148351,0.790138052,0.755837966,-0.893535523,-0.483200194,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,122.0498427,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCCCl,[Li+].O=C1O[B-](F)(F)OC1=O,-0.895786544,-1.564556367,0.936152403,-0.167522035,-0.491034939,0.63148351,0.790138052,0.755837966,-0.893535523,-0.483200194,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,122.0498427,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.682909459,-1.492216645,1.039659345,-0.738616717,0.390640678,-0.038716311,1.00684981,0.213856202,-0.107252687,-0.350478317,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,164.0260559,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCC(F)(F)C(F)(F)F,[Li+].F[P-](F)(F)(F)(F)F,-0.682909459,-1.492216645,1.039659345,-0.738616717,0.390640678,-0.038716311,1.00684981,0.213856202,-0.107252687,-0.350478317,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,164.0260559,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCC(F)(F)C(F)(F)F,[Li+].O=C1O[B-](F)(F)OC1=O,-0.682909459,-1.492216645,1.039659345,-0.738616717,0.390640678,-0.038716311,1.00684981,0.213856202,-0.107252687,-0.350478317,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,164.0260559,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.084384417,-1.014022376,0.862732124,0.014254823,-0.373999805,0.614768392,0.62817065,0.548904152,-0.601820779,-0.3408054,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,104.0837296,186.9396855,1,150,50,0.6746,0.6746,0.6746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOCCOC,[Li+].F[P-](F)(F)(F)(F)F,-1.084384417,-1.014022376,0.862732124,0.014254823,-0.373999805,0.614768392,0.62817065,0.548904152,-0.601820779,-0.3408054,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,104.0837296,151.9801855,1,150,50,0.6746,0.6746,0.6746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOCCOC,[Li+].O=C1O[B-](F)(F)OC1=O,-1.084384417,-1.014022376,0.862732124,0.014254823,-0.373999805,0.614768392,0.62817065,0.548904152,-0.601820779,-0.3408054,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,104.0837296,144.0017749,1,150,50,0.6746,0.6746,0.6746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1CCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.869687698,-0.928812612,0.864416639,-0.633461315,-0.657133789,0.776593843,0.13420089,-0.833311649,-0.395449093,-0.829246964,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,114.1044651,186.9396855,1,150,50,0.587033333,0.587033333,0.587033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1CCCCC1,[Li+].F[P-](F)(F)(F)(F)F,0.869687698,-0.928812612,0.864416639,-0.633461315,-0.657133789,0.776593843,0.13420089,-0.833311649,-0.395449093,-0.829246964,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,114.1044651,151.9801855,1,150,50,0.587033333,0.587033333,0.587033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1CCCCC1,[Li+].O=C1O[B-](F)(F)OC1=O,0.869687698,-0.928812612,0.864416639,-0.633461315,-0.657133789,0.776593843,0.13420089,-0.833311649,-0.395449093,-0.829246964,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,114.1044651,144.0017749,1,150,50,0.587033333,0.587033333,0.587033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.946328116,-1.547746394,0.90636626,0.007913098,-0.568101032,0.750411437,0.805633929,0.679370547,-0.849496125,-0.42811115,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.1150298,186.9396855,1,150,50,0.379666667,0.379666667,0.379666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCCCOC,[Li+].F[P-](F)(F)(F)(F)F,-0.946328116,-1.547746394,0.90636626,0.007913098,-0.568101032,0.750411437,0.805633929,0.679370547,-0.849496125,-0.42811115,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,132.1150298,151.9801855,1,150,50,0.379666667,0.379666667,0.379666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCCCOC,[Li+].O=C1O[B-](F)(F)OC1=O,-0.946328116,-1.547746394,0.90636626,0.007913098,-0.568101032,0.750411437,0.805633929,0.679370547,-0.849496125,-0.42811115,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,132.1150298,144.0017749,1,150,50,0.379666667,0.379666667,0.379666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.878582695,-1.488406191,0.875382284,-0.187067583,-0.506087729,0.578476586,0.819151631,0.744719537,-0.853250676,-0.447222579,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,104.0837296,186.9396855,1,150,50,0.7469,0.7469,0.7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCOC,[Li+].F[P-](F)(F)(F)(F)F,-0.878582695,-1.488406191,0.875382284,-0.187067583,-0.506087729,0.578476586,0.819151631,0.744719537,-0.853250676,-0.447222579,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,104.0837296,151.9801855,1,150,50,0.7469,0.7469,0.7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCOC,[Li+].O=C1O[B-](F)(F)OC1=O,-0.878582695,-1.488406191,0.875382284,-0.187067583,-0.506087729,0.578476586,0.819151631,0.744719537,-0.853250676,-0.447222579,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,104.0837296,144.0017749,1,150,50,0.7469,0.7469,0.7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCOCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.633501946,-1.410068584,0.798629761,-0.225137863,-0.70100844,0.879348843,0.961947698,0.459920622,-0.952924761,-0.508402656,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,162.1255944,186.9396855,1,150,50,0.5885,0.5885,0.5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCOCCCOC,[Li+].F[P-](F)(F)(F)(F)F,-0.633501946,-1.410068584,0.798629761,-0.225137863,-0.70100844,0.879348843,0.961947698,0.459920622,-0.952924761,-0.508402656,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,162.1255944,151.9801855,1,150,50,0.5885,0.5885,0.5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCCOCCCOC,[Li+].O=C1O[B-](F)(F)OC1=O,-0.633501946,-1.410068584,0.798629761,-0.225137863,-0.70100844,0.879348843,0.961947698,0.459920622,-0.952924761,-0.508402656,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,162.1255944,144.0017749,1,150,50,0.5885,0.5885,0.5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.343456338,-1.452368066,0.33952597,0.176204021,0.897094327,-0.507669271,-0.378476709,-0.085316436,-0.729510589,-0.612523404,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,97.98377856,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS(=O)(=O)F,[Li+].F[P-](F)(F)(F)(F)F,-0.343456338,-1.452368066,0.33952597,0.176204021,0.897094327,-0.507669271,-0.378476709,-0.085316436,-0.729510589,-0.612523404,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,97.98377856,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS(=O)(=O)F,[Li+].O=C1O[B-](F)(F)OC1=O,-0.343456338,-1.452368066,0.33952597,0.176204021,0.897094327,-0.507669271,-0.378476709,-0.085316436,-0.729510589,-0.612523404,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,97.98377856,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(CCl)(CCl)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.715544088,-1.384986806,0.702146539,-0.545643339,0.424318432,0.071399078,0.660587204,0.237140954,-0.253941477,-0.292156017,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,172.0057849,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.314980792,0.184490634,1.62237815,-0.105443688,-0.221744012,0.414074215,0.458720331,0.608243624,-0.832032203,-0.49176043,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,148.0735589,186.9396855,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(=O)OC,[Li+].F[P-](F)(F)(F)(F)F,-1.314980792,0.184490634,1.62237815,-0.105443688,-0.221744012,0.414074215,0.458720331,0.608243624,-0.832032203,-0.49176043,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,148.0735589,151.9801855,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCC(=O)OC,[Li+].O=C1O[B-](F)(F)OC1=O,-1.314980792,0.184490634,1.62237815,-0.105443688,-0.221744012,0.414074215,0.458720331,0.608243624,-0.832032203,-0.49176043,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,148.0735589,144.0017749,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0